ID_Venda;ID_Cliente;ID_Cidade;ID_Produto;Data;Preco_Unitario;Quantidade;Receita_Total
640;900;7;14;11/07/2023;402;2;804
641;961;9;11;30/08/2025;70;6;420
642;57;2;17;02/12/2024;381;6;2286
643;791;3;9;30/12/2024;190;1;190
644;772;7;12;13/08/2025;25;13;325
645;445;8;17;17/08/2022;216;1;216
646;155;3;11;07/07/2022;472;8;3776
647;13;1;20;20/03/2024;251;5;1255
648;558;6;8;03/01/2025;312;2;624
649;642;2;20;03/07/2025;43;10;430
650;264;6;13;10/04/2025;237;18;4266
651;252;8;19;25/08/2025;300;5;1500
652;556;4;12;05/02/2023;54;5;270
653;826;6;4;01/10/2023;51;9;459
654;598;5;20;25/06/2023;219;12;2628
655;469;1;8;28/04/2023;63;20;1260
656;579;6;8;14/03/2022;272;11;2992
657;241;9;14;08/03/2024;166;14;2324
658;523;3;11;27/10/2025;456;4;1824
659;925;9;15;22/07/2023;382;6;2292
660;894;8;17;22/09/2023;205;10;2050
661;789;7;9;03/04/2022;365;8;2920
662;915;4;4;14/06/2023;398;12;4776
663;341;6;19;05/07/2024;192;1;192
664;857;1;7;02/05/2023;252;18;4536
665;287;7;10;29/12/2024;67;19;1273
666;319;3;7;30/05/2025;483;1;483
667;946;4;19;01/10/2024;411;20;8220
668;92;2;5;17/12/2022;102;4;408
669;816;5;17;21/12/2022;474;20;9480
670;905;3;11;10/05/2023;352;8;2816
671;683;9;2;07/01/2024;463;10;4630
672;281;3;4;14/04/2022;229;7;1603
673;52;8;17;30/03/2024;441;15;6615
674;995;1;19;16/07/2023;23;5;115
675;128;8;8;02/01/2024;167;15;2505
676;902;6;13;06/07/2025;87;10;870
677;104;7;1;03/04/2022;142;14;1988
678;304;5;14;18/01/2023;480;6;2880
679;925;9;11;08/09/2024;118;5;590
680;172;1;6;30/07/2025;382;14;5348
681;945;1;4;27/05/2023;491;13;6383
682;645;1;20;10/12/2025;64;2;128
683;409;7;4;25/10/2024;413;5;2065
684;975;1;17;09/01/2025;27;11;297
685;892;2;13;28/09/2025;443;5;2215
686;975;5;7;20/08/2023;296;9;2664
687;628;4;20;02/11/2025;104;13;1352
688;526;7;3;14/10/2022;379;9;3411
689;699;6;10;23/02/2024;329;2;658
690;631;3;2;24/11/2022;113;2;226
691;352;9;5;28/06/2023;311;7;2177
692;514;3;14;24/04/2025;421;9;3789
693;218;4;13;03/06/2024;232;11;2552
694;662;8;19;14/06/2025;422;20;8440
695;178;5;7;28/03/2023;471;9;4239
696;725;5;13;30/11/2024;471;6;2826
697;871;6;7;24/08/2025;168;4;672
698;996;2;14;28/07/2023;52;9;468
699;254;5;14;12/09/2022;253;15;3795
700;364;5;16;13/11/2024;43;2;86
701;23;1;9;02/11/2025;365;2;730
702;423;3;19;08/05/2023;461;12;5532
703;306;7;9;14/12/2023;369;10;3690
704;375;9;2;23/03/2022;121;1;121
705;500;2;15;03/09/2022;448;7;3136
706;431;6;10;15/05/2022;77;6;462
707;296;4;3;24/03/2023;263;12;3156
708;695;9;17;23/01/2024;202;4;808
709;578;1;10;28/06/2023;335;13;4355
710;810;6;16;30/05/2022;85;4;340
711;246;3;13;29/08/2023;166;4;664
712;744;2;16;24/01/2025;113;2;226
713;486;8;10;11/09/2025;133;1;133
714;998;6;13;17/06/2023;69;6;414
715;528;2;11;08/08/2022;50;20;1000
716;978;7;17;03/06/2022;65;19;1235
717;38;9;3;08/04/2025;382;13;4966
718;14;8;8;21/01/2023;473;13;6149
719;581;9;20;11/02/2024;168;2;336
720;632;3;17;09/10/2022;450;9;4050
721;652;4;14;25/01/2022;71;12;852
722;525;5;17;01/04/2022;260;19;4940
723;533;3;5;04/03/2023;82;12;984
724;748;2;13;09/10/2022;154;11;1694
725;149;4;5;22/11/2025;466;7;3262
726;813;5;4;11/10/2022;108;2;216
727;328;4;16;27/12/2024;18;9;162
728;930;4;2;26/11/2023;105;8;840
729;674;2;6;16/11/2024;383;1;383
730;607;9;18;18/12/2022;270;17;4590
731;99;8;8;01/03/2025;160;13;2080
732;216;5;19;29/01/2023;308;18;5544
733;711;8;19;02/02/2025;451;11;4961
734;1;1;18;25/05/2022;423;10;4230
735;269;1;6;24/11/2023;222;8;1776
736;44;3;7;22/08/2023;228;12;2736
737;60;2;17;07/03/2025;17;14;238
738;731;5;13;20/06/2024;268;20;5360
739;620;2;8;05/10/2022;386;9;3474
740;790;9;13;14/07/2024;63;19;1197
741;777;5;1;13/11/2024;163;10;1630
742;642;3;5;17/07/2025;107;18;1926
743;853;4;19;14/02/2024;67;7;469
744;458;3;13;08/05/2023;414;12;4968
745;483;4;17;11/01/2024;499;19;9481
746;590;7;4;12/08/2024;343;3;1029
747;2;3;5;03/12/2022;136;4;544
748;533;5;3;21/06/2024;142;12;1704
749;363;8;14;12/09/2023;66;9;594
750;341;1;3;05/10/2025;368;1;368
751;344;8;4;01/06/2024;377;3;1131
752;525;3;4;05/06/2022;171;11;1881
753;932;8;4;19/10/2023;90;13;1170
754;629;8;20;24/05/2025;176;1;176
755;180;4;20;01/02/2025;134;15;2010
756;726;4;14;02/07/2023;54;7;378
757;245;1;9;24/10/2025;309;11;3399
758;565;4;4;14/07/2022;377;16;6032
759;846;5;1;11/10/2022;328;3;984
760;629;5;11;26/03/2025;457;5;2285
761;907;4;10;10/07/2022;237;7;1659
762;97;1;1;27/01/2024;79;20;1580
763;699;2;13;30/06/2025;449;3;1347
764;709;4;7;09/07/2022;219;6;1314
765;364;9;20;09/07/2023;109;18;1962
766;928;8;20;04/10/2024;347;13;4511
767;958;7;8;04/04/2025;316;8;2528
768;139;3;7;12/11/2025;326;16;5216
769;314;9;5;07/09/2023;337;6;2022
770;569;1;7;05/06/2023;376;12;4512
771;281;9;8;15/06/2024;24;5;120
772;180;4;17;17/08/2022;289;12;3468
773;175;6;6;28/10/2023;471;17;8007
774;450;2;2;13/06/2024;122;10;1220
775;74;2;13;19/07/2025;228;2;456
776;990;7;3;11/06/2022;225;9;2025
777;550;8;4;28/07/2023;70;3;210
778;255;2;9;04/04/2025;315;20;6300
779;793;8;20;01/10/2022;90;15;1350
780;438;5;13;24/05/2024;447;18;8046
781;978;7;2;05/12/2022;73;19;1387
782;957;8;6;07/02/2024;464;7;3248
783;639;1;10;29/10/2023;41;9;369
784;483;9;2;30/12/2024;28;9;252
785;967;2;3;24/07/2024;404;4;1616
786;642;1;1;27/08/2022;395;1;395
787;954;3;8;14/05/2024;334;2;668
788;261;9;19;02/06/2025;400;14;5600
789;40;8;3;13/11/2024;163;4;652
790;692;6;13;21/08/2023;409;16;6544
791;603;6;10;06/08/2023;115;10;1150
792;681;2;19;18/11/2022;419;20;8380
793;473;3;4;17/04/2024;301;10;3010
794;540;6;10;09/05/2022;101;9;909
795;235;5;3;12/01/2024;413;15;6195
796;82;5;19;01/06/2022;73;20;1460
797;366;6;3;04/06/2022;392;1;392
798;145;6;19;26/03/2025;164;16;2624
799;930;8;4;23/07/2025;327;2;654
800;754;6;2;30/05/2024;313;16;5008
801;932;7;14;30/11/2024;384;11;4224
802;990;9;15;21/09/2023;233;9;2097
803;31;7;7;09/02/2024;186;15;2790
804;483;3;3;04/07/2025;234;12;2808
805;966;2;12;24/02/2024;106;1;106
806;166;6;20;31/03/2023;176;8;1408
807;592;3;1;29/11/2023;268;5;1340
808;951;5;16;13/09/2023;361;16;5776
809;984;8;1;13/09/2025;332;12;3984
810;859;4;8;08/06/2022;133;7;931
811;624;8;5;19/10/2023;198;19;3762
812;511;8;7;17/08/2025;454;11;4994
813;770;2;2;13/08/2022;267;5;1335
814;842;5;10;08/09/2022;166;7;1162
815;266;5;13;21/04/2022;93;13;1209
816;422;5;8;24/12/2025;153;3;459
817;614;2;14;01/03/2025;301;20;6020
818;74;1;13;04/01/2025;168;11;1848
819;774;3;10;24/12/2022;301;17;5117
820;485;7;14;22/11/2024;19;16;304
821;775;4;5;30/11/2023;226;10;2260
822;410;4;9;31/10/2022;122;12;1464
823;956;4;18;07/07/2025;437;4;1748
824;483;8;6;13/07/2023;338;14;4732
825;973;5;19;11/08/2023;28;7;196
826;881;6;20;27/01/2024;117;17;1989
827;201;4;5;16/07/2025;45;4;180
828;755;3;13;15/05/2025;276;16;4416
829;750;6;1;29/08/2024;313;13;4069
830;606;3;12;07/04/2024;349;3;1047
831;294;9;12;27/06/2023;333;5;1665
832;187;9;20;25/03/2025;220;13;2860
833;89;5;13;04/12/2024;106;7;742
834;742;3;20;14/12/2022;367;8;2936
835;796;1;18;21/06/2024;228;12;2736
836;170;8;4;31/10/2025;148;15;2220
837;649;8;2;26/07/2022;149;13;1937
838;519;7;12;06/07/2025;305;5;1525
839;835;3;14;21/08/2025;500;14;7000
840;966;4;16;22/12/2025;238;18;4284
841;661;6;2;17/11/2023;216;3;648
842;819;1;19;21/02/2022;310;3;930
843;601;3;19;03/10/2023;25;5;125
844;366;7;5;19/06/2024;276;1;276
845;922;8;2;21/05/2023;162;2;324
846;468;9;7;23/06/2023;314;7;2198
847;677;3;1;12/12/2024;387;8;3096
848;990;2;14;15/06/2023;84;11;924
849;765;8;15;26/03/2023;127;16;2032
850;274;9;1;22/07/2024;34;7;238
851;455;8;20;28/11/2022;37;20;740
852;338;8;7;25/01/2023;304;12;3648
853;720;9;9;30/12/2023;229;10;2290
854;888;7;14;12/01/2022;112;1;112
855;882;7;15;16/08/2025;457;6;2742
856;945;1;17;06/03/2025;397;5;1985
857;45;7;10;24/09/2023;204;20;4080
858;755;9;5;23/06/2022;68;7;476
859;583;5;5;26/02/2022;210;15;3150
860;319;3;20;06/10/2022;123;2;246
861;600;4;5;10/05/2024;455;19;8645
862;624;9;10;11/05/2022;330;18;5940
863;736;9;7;21/10/2024;352;3;1056
864;450;8;2;17/09/2024;309;12;3708
865;39;5;2;22/07/2025;390;10;3900
866;105;2;18;15/11/2023;478;9;4302
867;535;7;9;29/04/2022;329;12;3948
868;325;2;9;08/12/2025;169;5;845
869;901;9;10;16/12/2024;84;2;168
870;319;3;17;25/07/2023;154;5;770
871;361;3;2;02/02/2023;239;6;1434
872;187;1;17;21/11/2023;175;8;1400
873;381;4;13;08/09/2023;239;18;4302
874;11;3;16;04/04/2023;393;6;2358
875;837;1;20;01/02/2025;399;4;1596
876;935;3;8;27/04/2022;292;15;4380
877;952;8;19;14/09/2022;119;16;1904
878;891;2;13;11/12/2024;293;1;293
879;252;5;2;04/12/2025;472;12;5664
880;513;7;14;22/08/2022;51;8;408
881;889;1;2;23/02/2025;256;5;1280
882;143;1;13;28/10/2024;260;4;1040
883;566;5;16;13/10/2023;335;16;5360
884;762;6;11;20/06/2022;143;12;1716
885;858;7;16;07/03/2024;268;7;1876
886;978;6;19;30/07/2024;170;19;3230
887;164;4;20;03/09/2024;251;5;1255
888;879;6;20;13/02/2025;25;1;25
889;393;3;15;08/05/2025;427;5;2135
890;460;3;10;19/02/2025;324;5;1620
891;16;4;18;25/12/2022;303;7;2121
892;58;7;16;17/09/2024;215;18;3870
893;309;3;20;02/04/2025;59;6;354
894;487;7;20;31/08/2024;257;17;4369
895;807;3;12;11/10/2023;119;4;476
896;102;6;13;13/11/2024;148;8;1184
897;372;4;12;14/11/2024;428;7;2996
898;706;9;5;13/09/2023;92;2;184
899;742;8;15;16/07/2022;355;10;3550
900;627;3;7;02/06/2025;254;5;1270
901;894;5;19;19/04/2022;435;19;8265
902;665;2;4;23/03/2023;377;19;7163
903;6;7;5;25/06/2024;240;19;4560
904;129;2;4;21/08/2024;239;14;3346
905;500;8;12;09/06/2025;436;2;872
906;920;9;15;10/12/2023;68;6;408
907;472;9;3;11/03/2024;350;13;4550
908;533;7;12;30/11/2022;63;10;630
909;909;2;18;02/06/2022;492;10;4920
910;339;3;20;17/06/2024;244;7;1708
911;670;5;9;07/10/2024;442;18;7956
912;768;9;18;25/07/2023;260;16;4160
913;547;8;7;01/06/2023;325;2;650
914;119;6;13;06/12/2025;173;6;1038
915;499;7;13;13/12/2025;488;7;3416
916;904;6;13;16/02/2023;369;6;2214
917;396;3;17;06/02/2025;173;2;346
918;566;7;15;31/08/2022;142;11;1562
919;161;7;3;13/06/2025;199;2;398
920;157;8;7;11/10/2022;121;17;2057
921;821;1;18;14/06/2022;471;5;2355
922;810;8;16;30/06/2022;204;14;2856
923;238;3;7;17/02/2025;472;1;472
924;595;6;3;14/12/2022;310;5;1550
925;582;3;14;12/10/2025;388;11;4268
926;753;3;11;17/04/2024;136;11;1496
927;959;7;13;09/04/2023;14;17;238
928;288;7;8;25/04/2025;386;3;1158
929;217;9;13;20/06/2022;439;14;6146
930;959;8;20;14/07/2024;470;9;4230
931;365;9;6;08/10/2022;150;6;900
932;483;9;8;07/12/2024;225;9;2025
933;151;4;13;25/10/2025;339;2;678
934;530;6;2;06/02/2024;63;15;945
935;130;1;12;28/02/2023;116;3;348
936;897;5;17;08/04/2025;476;20;9520
937;756;4;19;15/12/2022;286;7;2002
938;545;7;19;22/09/2025;144;3;432
939;94;2;6;27/06/2024;224;13;2912
940;836;6;11;20/12/2022;287;3;861
941;841;9;19;19/03/2022;148;8;1184
942;281;9;3;24/06/2025;377;1;377
943;480;7;19;27/10/2023;444;18;7992
944;756;4;1;03/12/2023;306;12;3672
945;814;1;15;15/06/2024;464;11;5104
946;12;1;20;25/06/2023;155;18;2790
947;404;1;6;24/09/2024;368;10;3680
948;177;7;20;18/10/2023;149;17;2533
949;641;8;7;28/07/2022;84;14;1176
950;541;2;19;29/11/2025;41;8;328
951;941;9;5;16/03/2024;333;18;5994
952;197;6;10;09/09/2022;379;15;5685
953;415;8;20;04/03/2022;236;19;4484
954;980;1;8;01/05/2023;182;20;3640
955;373;9;1;15/01/2022;189;4;756
956;975;4;4;07/07/2023;192;1;192
957;124;2;10;28/02/2022;99;12;1188
958;960;6;3;04/09/2024;125;17;2125
959;26;7;5;14/02/2023;85;17;1445
960;170;6;20;27/10/2025;152;7;1064
961;173;7;16;12/08/2024;438;1;438
962;705;3;8;03/11/2023;422;8;3376
963;299;6;8;19/01/2024;428;16;6848
964;345;6;10;02/12/2025;287;5;1435
965;58;3;1;10/05/2024;302;3;906
966;648;7;12;17/02/2023;76;6;456
967;828;8;4;27/12/2023;357;2;714
968;362;8;2;21/12/2025;41;20;820
969;614;9;20;14/10/2023;243;7;1701
970;127;4;5;18/08/2022;185;10;1850
971;22;2;6;04/08/2025;262;20;5240
972;50;7;17;14/04/2022;348;10;3480
973;31;7;2;01/04/2022;390;7;2730
974;295;8;6;04/01/2025;452;15;6780
975;228;3;12;16/02/2023;318;5;1590
976;102;5;13;20/11/2022;425;12;5100
977;100;6;14;02/01/2024;224;16;3584
978;889;7;10;17/05/2025;245;15;3675
979;160;4;2;09/04/2022;262;10;2620
980;675;3;10;08/05/2025;395;16;6320
981;359;4;19;22/08/2025;354;18;6372
982;351;6;12;07/02/2025;419;17;7123
983;704;1;17;05/03/2025;271;15;4065
984;236;8;6;07/05/2022;88;7;616
985;461;7;12;12/10/2024;490;17;8330
986;887;4;8;05/03/2023;392;9;3528
987;151;2;10;12/05/2023;160;3;480
988;481;4;19;22/10/2023;402;3;1206
989;729;8;6;20/10/2022;317;7;2219
990;215;6;7;17/09/2025;223;19;4237
991;510;8;10;27/11/2025;186;15;2790
992;925;8;18;11/12/2024;253;9;2277
993;852;8;19;04/07/2023;432;17;7344
994;903;2;13;08/12/2022;312;4;1248
995;144;8;15;13/11/2025;10;8;80
996;995;7;4;12/11/2025;276;10;2760
997;173;6;8;24/02/2022;385;2;770
998;310;6;15;08/08/2025;96;9;864
999;595;8;5;31/07/2025;341;5;1705
1000;213;2;16;22/04/2025;262;1;262
1001;679;5;4;17/09/2025;234;7;1638
1002;219;3;17;04/06/2022;154;7;1078
1003;561;7;20;02/11/2024;488;16;7808
1004;239;7;12;24/06/2025;183;20;3660
1005;50;1;13;11/11/2024;141;4;564
1006;241;2;2;13/01/2025;355;1;355
1007;243;4;19;27/04/2024;56;20;1120
1008;152;7;3;22/09/2023;250;19;4750
1009;497;9;5;06/02/2024;330;7;2310
1010;23;3;14;05/03/2024;388;12;4656
1011;652;3;6;08/10/2025;425;14;5950
1012;984;5;20;07/07/2025;222;19;4218
1013;511;9;2;08/06/2024;225;7;1575
1014;691;4;10;05/04/2025;429;11;4719
1015;771;6;15;20/06/2023;93;3;279
1016;861;8;1;27/08/2025;237;5;1185
1017;931;2;12;23/03/2025;216;13;2808
1018;450;5;1;03/10/2024;339;9;3051
1019;906;5;15;27/06/2022;415;11;4565
1020;497;8;12;02/06/2025;61;1;61
1021;295;3;13;30/06/2022;120;12;1440
1022;220;5;2;10/04/2024;412;9;3708
1023;14;4;11;23/06/2023;69;15;1035
1024;274;7;1;18/11/2022;73;11;803
1025;316;3;12;03/10/2022;387;3;1161
1026;176;9;16;16/02/2025;261;18;4698
1027;641;3;6;30/10/2023;367;4;1468
1028;29;7;5;19/02/2022;476;2;952
1029;702;2;12;06/04/2024;357;17;6069
1030;867;8;11;04/01/2024;23;5;115
1031;844;7;6;26/04/2024;437;2;874
1032;586;3;8;03/12/2025;92;16;1472
1033;549;8;6;04/12/2023;271;8;2168
1034;393;3;2;27/08/2025;48;14;672
1035;488;8;19;21/12/2022;463;16;7408
1036;366;3;15;12/02/2024;101;10;1010
1037;549;5;6;02/01/2025;229;18;4122
1038;491;9;10;22/03/2022;10;8;80
1039;725;9;6;29/08/2023;469;11;5159
1040;269;2;15;04/12/2022;111;11;1221
1041;942;4;8;09/08/2024;449;9;4041
1042;575;6;6;03/07/2023;368;11;4048
1043;872;5;17;10/05/2024;357;15;5355
1044;897;8;13;10/05/2022;406;17;6902
1045;891;8;17;04/10/2024;79;18;1422
1046;989;2;15;06/08/2023;67;15;1005
1047;807;3;18;04/12/2022;279;7;1953
1048;550;9;20;07/11/2024;122;2;244
1049;724;8;10;06/08/2022;258;18;4644
1050;224;7;5;16/01/2022;258;4;1032
1051;687;7;17;19/06/2023;64;9;576
1052;368;3;18;03/07/2025;289;4;1156
1053;662;8;4;17/09/2025;215;12;2580
1054;884;6;15;04/04/2023;228;19;4332
1055;196;3;10;25/11/2023;311;13;4043
1056;413;8;19;19/08/2024;16;10;160
1057;697;6;5;04/10/2024;347;17;5899
1058;457;1;18;26/02/2023;197;8;1576
1059;214;7;8;30/10/2025;404;1;404
1060;423;6;13;10/06/2024;92;5;460
1061;936;5;13;09/02/2025;60;19;1140
1062;361;8;1;19/08/2023;109;2;218
1063;710;4;7;28/09/2024;245;20;4900
1064;336;4;9;07/04/2022;238;17;4046
1065;241;4;16;27/12/2022;195;12;2340
1066;667;3;1;18/11/2022;452;6;2712
1067;414;6;12;01/09/2025;299;3;897
1068;193;7;11;22/04/2022;167;16;2672
1069;883;5;19;05/06/2022;134;19;2546
1070;670;9;10;07/05/2022;340;4;1360
1071;445;7;11;14/03/2022;445;4;1780
1072;57;4;3;07/04/2023;398;5;1990
1073;838;2;10;22/12/2022;177;16;2832
1074;883;7;17;29/04/2022;358;10;3580
1075;27;3;15;23/05/2022;355;16;5680
1076;696;5;20;25/03/2025;326;13;4238
1077;653;6;11;24/10/2023;352;5;1760
1078;595;6;16;26/05/2023;373;14;5222
1079;896;8;20;30/10/2023;322;15;4830
1080;61;4;8;17/11/2023;165;12;1980
1081;702;3;4;15/08/2025;413;16;6608
1082;240;9;10;03/11/2025;420;10;4200
1083;785;6;3;30/05/2023;63;2;126
1084;444;9;15;21/08/2024;416;11;4576
1085;637;9;17;18/09/2024;324;7;2268
1086;930;6;20;01/04/2022;216;11;2376
1087;494;5;3;25/09/2022;45;3;135
1088;304;4;2;26/03/2022;139;13;1807
1089;743;2;4;11/12/2022;165;14;2310
1090;705;9;19;20/02/2024;320;6;1920
1091;985;1;20;08/03/2024;446;16;7136
1092;617;1;2;30/08/2024;103;18;1854
1093;988;8;12;02/09/2022;337;20;6740
1094;280;9;10;12/09/2025;287;2;574
1095;263;7;10;02/05/2023;498;12;5976
1096;600;2;8;24/09/2023;247;6;1482
1097;158;1;3;15/06/2023;364;3;1092
1098;464;7;6;20/09/2022;243;5;1215
1099;449;6;9;28/08/2022;188;1;188
1100;436;5;4;26/12/2022;257;1;257
1101;785;7;10;04/07/2024;131;1;131
1102;352;3;7;02/11/2023;15;6;90
1103;105;6;5;02/09/2025;274;5;1370
1104;141;2;14;24/04/2025;408;8;3264
1105;339;1;9;26/03/2025;188;6;1128
1106;205;5;9;11/10/2023;254;10;2540
1107;25;4;8;07/08/2024;242;19;4598
1108;804;7;13;19/07/2025;284;12;3408
1109;659;6;9;02/10/2022;382;15;5730
1110;573;6;5;07/07/2022;57;7;399
1111;342;8;3;16/04/2024;154;5;770
1112;274;3;15;13/12/2024;387;7;2709
1113;506;9;13;10/05/2024;390;20;7800
1114;96;6;9;28/04/2024;255;20;5100
1115;802;7;1;10/08/2023;308;16;4928
1116;832;1;10;13/04/2023;390;11;4290
1117;367;4;12;05/05/2022;117;10;1170
1118;975;2;17;29/06/2022;458;14;6412
1119;629;6;14;21/10/2023;183;16;2928
1120;606;9;13;03/01/2022;40;6;240
1121;94;1;10;17/09/2024;15;18;270
1122;767;9;9;27/10/2023;233;5;1165
1123;100;7;19;06/11/2025;413;12;4956
1124;941;8;12;05/02/2025;10;11;110
1125;83;8;12;05/03/2025;154;1;154
1126;204;7;10;25/02/2024;289;16;4624
1127;512;4;7;03/09/2023;328;3;984
1128;149;6;3;24/12/2025;32;7;224
1129;373;8;20;16/02/2022;74;20;1480
1130;278;7;1;20/02/2023;188;11;2068
1131;85;9;7;05/06/2022;20;2;40
1132;799;1;4;09/12/2023;28;11;308
1133;295;7;20;19/02/2024;45;14;630
1134;14;2;1;30/07/2023;389;7;2723
1135;976;8;16;25/04/2024;401;20;8020
1136;661;4;15;23/01/2024;272;14;3808
1137;594;4;4;26/11/2025;350;14;4900
1138;955;3;1;25/06/2022;447;10;4470
1139;543;6;20;01/06/2022;431;7;3017
1140;228;2;14;24/07/2024;334;1;334
1141;850;7;8;27/10/2022;446;20;8920
1142;576;1;15;19/10/2025;314;20;6280
1143;513;3;3;20/06/2022;147;7;1029
1144;399;3;7;20/11/2024;441;10;4410
1145;558;6;18;23/01/2024;60;12;720
1146;958;6;5;02/03/2023;411;6;2466
1147;146;4;17;06/02/2022;405;2;810
1148;881;8;15;22/05/2024;51;8;408
1149;280;8;3;14/04/2024;273;17;4641
1150;116;7;14;04/10/2025;128;10;1280
1151;877;9;14;29/04/2025;325;5;1625
1152;67;9;12;28/12/2023;398;15;5970
1153;37;7;17;09/02/2025;372;18;6696
1154;186;4;1;02/01/2024;312;11;3432
1155;263;8;4;04/02/2022;481;5;2405
1156;945;7;14;07/08/2022;147;17;2499
1157;223;1;1;12/12/2025;439;4;1756
1158;184;1;2;16/11/2024;386;11;4246
1159;36;3;1;14/11/2023;461;15;6915
1160;478;8;4;08/06/2025;382;3;1146
1161;547;4;18;14/06/2024;398;11;4378
1162;295;6;13;01/07/2022;114;1;114
1163;66;2;3;13/11/2024;31;19;589
1164;973;5;13;17/07/2023;99;2;198
1165;659;9;6;22/01/2024;319;7;2233
1166;107;1;14;17/01/2023;486;17;8262
1167;199;3;16;20/04/2024;312;14;4368
1168;766;3;15;11/08/2024;500;14;7000
1169;538;6;11;20/09/2024;460;20;9200
1170;167;3;2;26/09/2023;472;10;4720
1171;244;2;17;25/10/2023;317;10;3170
1172;479;3;13;14/04/2025;235;7;1645
1173;368;6;19;17/12/2022;96;2;192
1174;396;3;17;15/12/2022;381;9;3429
1175;144;2;5;13/01/2022;70;18;1260
1176;27;4;15;17/01/2023;332;12;3984
1177;206;3;10;23/08/2023;371;4;1484
1178;579;4;14;07/08/2024;498;2;996
1179;281;3;9;06/10/2024;117;16;1872
1180;238;1;1;05/09/2023;97;2;194
1181;87;3;2;19/03/2023;438;12;5256
1182;743;5;6;19/04/2023;106;11;1166
1183;862;7;20;18/12/2024;355;10;3550
1184;712;9;1;21/11/2023;488;19;9272
1185;258;6;12;20/09/2025;216;16;3456
1186;251;8;16;27/06/2025;395;11;4345
1187;539;3;17;12/09/2022;373;7;2611
1188;207;4;11;21/04/2025;352;15;5280
1189;63;2;12;28/03/2022;345;7;2415
1190;542;2;11;25/09/2024;46;20;920
1191;644;2;16;23/03/2025;367;4;1468
1192;441;1;2;25/07/2022;66;6;396
1193;148;2;15;15/07/2024;312;14;4368
1194;891;9;1;31/03/2024;133;1;133
1195;951;3;18;06/11/2022;450;20;9000
1196;718;2;12;04/07/2025;237;11;2607
1197;903;6;1;09/12/2024;373;20;7460
1198;668;2;13;31/05/2022;55;2;110
1199;658;1;11;14/02/2025;464;2;928
1200;216;9;7;22/12/2023;406;18;7308
1201;770;7;14;01/10/2022;251;12;3012
1202;304;7;13;24/09/2024;400;10;4000
1203;78;7;1;19/11/2024;304;14;4256
1204;51;6;4;19/11/2023;245;14;3430
1205;501;9;5;13/03/2022;125;12;1500
1206;199;6;7;09/08/2023;333;17;5661
1207;687;7;19;07/06/2022;386;14;5404
1208;487;2;2;22/07/2022;67;19;1273
1209;536;6;20;23/12/2023;152;1;152
1210;433;4;2;22/04/2025;404;9;3636
1211;762;2;5;10/10/2023;123;4;492
1212;839;7;9;22/12/2024;383;14;5362
1213;960;5;6;31/01/2024;419;12;5028
1214;444;8;1;16/09/2024;149;15;2235
1215;650;2;20;24/01/2025;88;19;1672
1216;723;7;3;18/10/2024;253;3;759
1217;283;9;20;17/06/2024;161;6;966
1218;768;6;16;07/10/2022;412;18;7416
1219;957;8;1;12/01/2023;406;8;3248
1220;149;1;2;03/02/2025;227;2;454
1221;502;3;8;08/11/2022;453;5;2265
1222;406;4;12;14/12/2023;488;15;7320
1223;499;2;20;16/04/2024;421;13;5473
1224;376;4;5;29/03/2023;213;20;4260
1225;585;1;5;10/06/2025;420;18;7560
1226;189;8;2;17/08/2024;236;3;708
1227;295;6;14;30/09/2023;420;11;4620
1228;517;7;3;23/01/2023;297;14;4158
1229;826;4;2;09/07/2024;363;9;3267
1230;147;2;17;11/09/2022;297;3;891
1231;752;5;6;31/07/2024;295;14;4130
1232;774;2;14;26/12/2022;97;16;1552
1233;575;2;18;03/09/2023;339;11;3729
1234;416;6;18;04/09/2025;113;7;791
1235;996;8;3;05/10/2023;30;14;420
1236;399;7;20;31/12/2023;172;13;2236
1237;891;2;3;27/02/2025;255;20;5100
1238;324;4;12;13/11/2024;250;10;2500
1239;633;1;10;27/08/2025;211;14;2954
1240;596;6;17;25/01/2023;53;1;53
1241;981;7;15;04/04/2025;118;12;1416
1242;682;7;7;15/07/2022;306;13;3978
1243;71;3;20;22/11/2024;86;1;86
1244;474;1;20;04/02/2023;179;15;2685
1245;507;8;19;30/01/2025;25;1;25
1246;779;4;5;11/04/2024;362;20;7240
1247;352;6;3;10/11/2025;279;4;1116
1248;239;8;6;13/08/2024;155;1;155
1249;765;5;17;21/03/2024;106;9;954
1250;230;2;18;22/03/2025;161;6;966
1251;835;5;3;04/06/2025;406;11;4466
1252;538;4;8;27/01/2022;101;12;1212
1253;245;9;17;09/07/2022;441;7;3087
1254;708;9;1;12/11/2023;158;19;3002
1255;905;3;4;25/07/2022;278;16;4448
1256;207;3;13;28/03/2025;257;17;4369
1257;278;8;11;24/01/2022;499;14;6986
1258;650;4;9;11/12/2025;451;6;2706
1259;34;9;7;01/02/2024;213;14;2982
1260;82;8;4;27/06/2022;12;8;96
1261;241;6;8;02/08/2022;494;18;8892
1262;997;3;17;04/06/2023;387;11;4257
1263;141;4;8;01/04/2024;394;12;4728
1264;188;6;2;23/04/2024;261;8;2088
1265;731;8;5;14/04/2022;208;15;3120
1266;811;8;13;09/09/2022;221;12;2652
1267;125;9;14;17/07/2023;216;19;4104
1268;340;3;11;26/01/2024;211;16;3376
